,evr,mse,evcs,r2,optimal,steps
0,0.15180419875664297,0.07426414015995826,0.17922468754722679,-0.002194004001468248,19,1
1,0.016404635571758686,0.06257761729270217,0.19562932311898548,0.036134257359990735,19,2
2,0.008482115651683381,0.061387914659074255,0.20411143877066887,0.03924220639475299,19,3
3,0.008067842627609904,0.060801192959128024,0.21217928139827877,0.04270915341152253,19,4
4,0.004209825328946667,0.060246341119910306,0.21638910672722544,0.044998084843103095,19,5
5,0.0032827849653034565,0.05996441990129351,0.2196718916925289,0.04602922558352351,19,6
6,0.002531589947753341,0.059767345468589715,0.22220348164028225,0.04688062445777079,19,7
7,0.0024656815567854957,0.059633492250066006,0.22466916319706776,0.04771643533385395,19,8
8,0.0020904465701229356,0.05951395620725443,0.2267596097671907,0.048331069657908565,19,9
9,0.0019040475191301873,0.05941300352426532,0.22866365728632088,0.04897780379035513,19,10
10,0.0017892034877998943,0.05933285561046057,0.23045286077412078,0.04933572616508722,19,11
11,0.0015701053991267681,0.059258662116775426,0.23202296617324755,0.04982464713847735,19,12
12,0.0014066966373394434,0.059206696853450314,0.233429662810587,0.050068497672781535,19,13
13,0.0012970762059738928,0.05916698541121416,0.23472673901656088,0.05026805214461921,19,14
14,0.0012259169342870436,0.05913808416515779,0.2359526559508479,0.05046626583258737,19,15
15,0.0011333690469796395,0.05911854054129934,0.23708602499782755,0.05058382462610034,19,16
16,0.0011021007013728317,0.059102160324078064,0.2381881256992004,0.05075131746425166,19,17
17,0.0010454529088800906,0.059088811225898555,0.23923357860808048,0.050863671176018664,19,18
18,0.0009928902208883982,0.05908265597925842,0.24022646882896886,0.05094106674467357,19,19
19,0.0009832463724415844,0.05908319869391991,0.24120971520141044,0.05099692574108966,19,20
20,0.0009185028219240136,0.05908570458130797,0.24212821802333445,0.051025045207808546,19,21
21,0.0008997282811038365,0.05909426360350118,0.24302794630443827,0.051042525300691324,19,22
22,0.0008206593370693281,0.05910507782342448,0.2438486056415076,0.051032633997551514,19,23
23,0.0008027970885484569,0.05912485695655281,0.24465140273005606,0.050992957440265545,19,24
24,0.0007797195099361904,0.059155194931219596,0.24543112223999225,0.05091213161922336,19,25
25,0.0007744845195484891,0.05918455505411133,0.24620560675954073,0.0508373720305288,19,26
26,0.0007563096426996806,0.05921318639566085,0.2469619164022404,0.050762868090721225,19,27
27,0.000742103024141354,0.05924632064312972,0.24770401942638176,0.05067059574327908,19,28
28,0.0007340288171297209,0.059281747349451575,0.24843804824351148,0.05057391892815477,19,29
