,evr,mse,evcs,r2,optimal,steps
0,0.02336026625701096,0.05682691718853145,0.05235182747035225,0.007810242719416339,13,1
1,0.02052095019418874,0.05555041679820413,0.07287277766454099,0.01507418459119462,13,2
2,0.010216069168797784,0.054426437839441344,0.08308884683333878,0.018086180732545875,13,3
3,0.007382942265844716,0.05391190025158674,0.09047178909918349,0.020178341540778768,13,4
4,0.006941006258665642,0.05356566080567394,0.09741279535784914,0.0218093846124988,13,5
5,0.004963893434284317,0.05324605683568896,0.10237668879213345,0.023645353082377304,13,6
6,0.003645551007742267,0.053058633328610584,0.10602223979987571,0.02422778287820354,13,7
7,0.0029549639014238268,0.05293681128995754,0.10897720370129954,0.02461895977499208,13,8
8,0.002709020043902486,0.05286969821316518,0.11168622374520203,0.024903907130496217,13,9
9,0.002439049485184877,0.05282455951393589,0.1141252732303869,0.025043444667725078,13,10
10,0.002292977330800674,0.05279838360235008,0.11641825056118758,0.025061974120657114,13,11
11,0.002119735546845217,0.05276778686062984,0.1185379861080328,0.02516823418304628,13,12
12,0.0019380597105115957,0.052763078085349906,0.1204760458185444,0.02508307170830312,13,13
13,0.001748345947406282,0.05277170307555734,0.12222439176595068,0.02493392320537208,13,14
14,0.0017019213041417505,0.052824786893193754,0.12392631307009243,0.024575275641609353,13,15
15,0.0016660808100115478,0.05288335394550321,0.125592393880104,0.02421894951786243,13,16
16,0.001662600093029507,0.05296306991686033,0.1272549939731335,0.023759576387790547,13,17
17,0.00164461110353961,0.05303850940664651,0.1288996050766731,0.023297650617214383,13,18
18,0.00162292291090415,0.05311739145405793,0.13052252798757727,0.022841360290056737,13,19
19,0.001617705847081933,0.05319477762310919,0.1321402338346592,0.02238993912112246,13,20
20,0.0016028220101862746,0.053268585239060876,0.13374305584484547,0.02194137816393771,13,21
21,0.001590068207276686,0.053342827641590415,0.13533312405212217,0.021510210843774278,13,22
22,0.0015858338178819087,0.05341976888479522,0.13691895787000408,0.021050417778431318,13,23
23,0.001572922377619237,0.053496934726784344,0.13849188024762332,0.020597993423310493,13,24
24,0.0015569755196309,0.053571256291463684,0.14004885576725423,0.0201366057649229,13,25
25,0.0015504745202916657,0.0536371952165774,0.1415993302875459,0.01969666721378983,13,26
26,0.0015431621800951118,0.05370716296405914,0.14314249246764102,0.019256170653278643,13,27
27,0.0015292706755525914,0.05378114124129249,0.1446717631431936,0.018785215362968576,13,28
28,0.0015231493985231749,0.05385816167091789,0.1461949125417168,0.018325652690586676,13,29
29,0.001506037088436344,0.053933734739776015,0.14770094963015315,0.01786527952134675,13,30
30,0.0015023642867438068,0.05400378342888907,0.14920331391689695,0.017424090813318208,13,31
31,0.001499357388322125,0.054079972175535625,0.15070267130521908,0.016958531898464496,13,32
32,0.0014871052714482045,0.054159276411980914,0.1521897765766673,0.016479403453419805,13,33
33,0.001481988476614288,0.05423191208996123,0.1536717650532816,0.016020363507614745,13,34
34,0.001466957925187685,0.05430695778735024,0.15513872297846928,0.015550119346363573,13,35
35,0.0014630358239695026,0.05438239500391806,0.1566017588024388,0.01508728507843193,13,36
36,0.0014558732015825544,0.05446100690741183,0.15805763200402134,0.014617978591382884,13,37
37,0.001451705826228235,0.05453748045408929,0.15950933783024956,0.014134484438425464,13,38
38,0.0014467497111966695,0.05460930511060852,0.16095608754144625,0.013684714560307091,13,39
39,0.0014381726226859815,0.05467692912696934,0.16239426016413222,0.013248670487573678,13,40
40,0.001434953709256548,0.054750940599180106,0.16382921387338878,0.012763913184508332,13,41
41,0.0014294692931566167,0.05482309957232986,0.1652586831665454,0.012311271608534244,13,42
